scat SCAT WCSTools 3.9.5, 30 March 2017, Jessica Mink (jmink@cfa.harvard.edu)
 BSC   0.0000000   0.0000000 J2000 r= 180.00 at epoch 2000.0000
BSC_number    RA2000     Dec2000     Mag Type  Arcsec
  1547   72.8437500  18.8397222   5.10  A7  265640.45
  1548   72.1408333 -43.9800000   6.72  G8  278103.62
  1549   72.5483333 -16.2172222   5.03  K0  263749.16
  1550   73.1991667  42.5866667   5.71  A3  279766.26
  1551   73.1583333  36.7030556   4.78  K2  275645.57
  1552   72.8016667   5.6050000   3.69  B2  262391.17
  1553   72.9308333   9.9750000   6.11  B5  263507.71
  1554   73.1962500  27.8975000   5.97  F2  270708.93
  1555   73.7629167  55.2591667   5.52  B9  290992.76
  1556   73.1333333  14.2505556   4.74  S3  265201.67
  1557   72.5675000 -41.3208333   6.07  F2  277191.05
  1558   73.7137500  44.0608333   6.08  A0  282146.47
  1559   72.8675000 -34.9063889   5.86  A1  273671.92
  1560   73.2237500  -5.4527778   4.39  F4  263886.82
  1561   74.0295833  52.8694444   5.75  A2  289583.18
  1562   73.3450000   2.5080556   5.33  M1  264101.11
  1563   72.7300000 -53.4613889   5.61  F0  287350.41
  1564   72.7345833 -53.4597222   6.42  F4  287358.49
  1565   73.4825000   1.5694444   6.61  A1  264559.95
  1566   73.7429167  19.4852778   6.37  F3  268911.17
  1567   73.5629167   2.4405556   3.72  B3  264881.69
  1568   74.3216667  53.7522222   4.47  A1  290900.11
  1569   73.6954167  11.4261111   5.19  A3  266498.25
  1570   73.7241667  10.1508333   4.65  A0  266349.01
  1571   73.6991667   7.7791667   5.33  K1  265871.89
  1572   75.5837500  74.2691667   6.06  K5  310066.76
  1573   74.0829167  36.1688889   6.07  B2  277952.78
  1574   73.7112500   0.4675000   5.99  B5  265362.51
  1575   74.0650000  24.5922222   6.37  F0  271956.95
  1576   73.9595833  15.0400000   5.81  B9  268283.09
  1577   74.2483333  33.1661111   2.69  K3  276714.69
  1578   73.9933333   5.3991667   6.50  A0  266638.48
  1579   73.7783333 -16.7405556   5.70  G9  268140.81
  1580   74.0929167  13.5144444   4.07  K2  268360.35
  1581   73.8275000 -16.4177778   5.72  G4  268213.89
  1582   74.1008333  -5.1713889   5.51  B6  267002.11
  1583   73.8758333 -25.7277778   6.72  F0  271840.78
  1584   73.7283333 -39.6286111   6.10  K3  279134.60
  1585   74.3429167  17.1536111   5.48  K1  270201.70
  1586   74.4529167  23.9486111   5.79  G8  272954.88
  1587   76.0541667  73.7638889   6.66  K0  310090.52
  1588   74.9429167  53.1555556   6.08  K4  291737.42
  1589   76.1658333  74.0669444   5.96  A1  310451.09
  1590   74.5391667  25.0502778   5.81  A0  273688.79
  1591   74.3216667  -1.0672222   6.23  F2  267568.04
  1592   74.8141667  37.8902778   4.94  A1  281049.51
  1593   75.3995833  61.0780556   6.03  F4  298791.84
  1594   75.7100000  66.8227778   6.19  F6  303930.46
  1595   74.4366667 -14.2313889   6.15  B1  269732.96
  1596   74.5450000  -2.2125000   6.35  A2  268404.51
  1597   73.7208333 -58.5472222   6.12  F3  293721.32
  1598   73.3770833 -66.6755556   6.41  M0  300586.87
  1599   75.0762500  39.3947222   5.95  F5  282673.29
  1600   74.7475000  14.5427778   6.09  B7  270890.91
  1601   74.6370833   1.7141667   4.47  K2  268718.86
  1602   75.0966667  39.6550000   6.58  K4  282885.78
  1603   75.8545833  60.4422222   4.03  G1  299073.17
  1604   74.7554167 -16.3758333   5.66  F3  271396.53
  1605   75.4920833  43.8233333   2.99  F0  286513.63
  1606   73.2729167 -72.4075000   6.28  F6  306034.29
  1607   74.9020833 -14.8058333   7.71  C6  271492.91
  1608   74.9600000 -10.2633333   5.38  G4  270742.30
  1609   75.1358333   3.6152778   7.03  B9  270597.94
  1610   75.1412500   3.6161111   6.66  B9  270617.45
  1611   74.9825000 -12.5375000   4.79  F0  271255.41
  1612   75.6195833  41.0758333   3.75  K4  285153.25
  1613   75.1658333  -2.0655556   6.32  A8  270632.49
  1614   75.2041667  -5.7533333   6.22  K3  271009.39
  1615   75.8275000  41.4416667   6.14  A2  285926.12
  1616   82.9500000  85.9386111   6.51  A5  322206.96
  1617   75.3595833  -7.1738889   4.81  B3  271716.20
  1618   75.4595833   0.7222222   5.92  K0  271658.75
  1619   75.5000000   1.6088889   6.24  B8  271821.03
  1620   75.7737500  21.5900000   4.64  A7  276446.34
  1621   75.3566667 -20.0519444   4.91  B9  274544.38
  1622   76.5354167  58.9725000   5.08  B2  299184.39
  1623   76.5508333  59.0211111   6.08  K0  299247.56
  1624   76.6237500  61.1700000   6.04  K5  300941.66
  1625   75.6895833  -4.2097222   5.85  K3  272624.44
  1626   76.0604167  30.4947222   6.14  K0  280870.67
  1627   76.1537500  32.3202778   6.62  A4  281995.17
  1628   75.5408333 -26.2750000   5.02  K1  277424.18
  1629   73.7966667 -74.9369444   5.47  K4  309028.69
  1630   76.5916667  54.4058333   7.24  G5  296075.43
  1631   75.3937500 -39.7180556   6.03  G5  283735.06
  1632   76.1579167  27.6961111   6.60  F0  279972.32
  1633   76.0900000  21.2780556   6.19  K0  277399.27
  1634   75.6870833 -22.7950000   5.75  K1  276573.61
  1635   75.5950000 -31.7713889   5.94  G8  280043.66
  1636   77.4029167  69.6394444   6.41  K1  308333.45
  1637   76.6691667  51.5977778   5.00  F0  294355.32
  1638   76.1420833  15.4041667   4.68  A0  275937.50
  1639   76.5037500  35.9363889   6.52  A5  284788.04
  1640   75.9666667 -14.3694444   6.41  B2  275091.31
  1641   76.6287500  41.2344444   3.17  B3  287944.81
  1642   76.3837500  19.8063889   6.44  A5  277932.13
  1643   78.0933333  73.9466667   5.43  B9  312225.47
  1644   76.7066667  43.1747222   6.20  F2  289248.12
  1645   75.9720833 -24.3877778   5.61  A3  278085.46
  1646   76.2270833  -3.0397222   6.05  B5  274488.63
  1647   77.4354167  64.9194444   6.41  F6  304952.55
  1648   76.3487500   1.1775000   6.17  C6  274866.08
  1649   75.7025000 -49.1513889   5.38  F2  290536.44
  1650   78.6483333  76.4727778   6.37  A0  314500.20
  1651   75.9750000 -41.7450000   6.31  F8  286497.42
  1652   76.1016667 -35.4833333   4.55  K3  283394.71
  1653   76.1087500 -35.7052778   6.34  F1  283529.10
  1654   76.3654167 -22.3711111   3.19  K5  278672.95
  1655   76.3175000 -26.1525000   5.73  K2  279868.85
  1656   76.8625000  18.6450000   5.00  G4  279228.05
  1657   76.6904167  -4.6550000   5.12  B9  276246.44
  1658   76.9516667  20.4183333   5.30  A5  280024.52
  1659   77.0275000  24.2652778   5.50  B2  281487.39
  1660   76.9812500  21.7047222   5.89  B2  280507.46
  1661   76.6529167 -13.1219444   6.05  A0  277227.38
  1662   76.9095833   9.4719444   6.17  G1  277528.17
  1663   76.2416667 -49.5777778   5.03  K5  292064.31
  1664   76.9704167   8.4983333   5.34  Am  277617.44
  1665   76.8541667 -12.4905556   5.97  F7  277814.45
  1666   76.9625000  -5.0863889   2.79  A3  277253.06
  1667   76.2525000 -54.4075000   6.27  M2  295379.26
  1668   77.6787500  46.9622222   5.68  F5  293853.13
  1669   77.5787500  37.3019444   6.02  K3  288533.59
  1670   77.4379167  28.0305556   6.01  A5  284153.01
  1671   77.0841667  -8.6650000   5.78  B8  278042.73
  1672   77.3316667   9.8294444   5.43  A2  279074.36
  1673   77.1816667  -4.4561111   5.12  F2  277995.86
  1674   76.3775000 -57.4727778   4.72  F7  297808.05
  1675   78.2633333  61.8500000   6.17  A2  304174.89
  1676   77.4250000  15.5972222   4.82  F2  280422.80
  1677   75.6791667 -71.3144444   5.31  G8  307637.39
  1678   78.3804167  62.6913889   6.50  A7  304912.92
  1679   77.2866667  -8.7541667   4.27  B2  278773.94
  1680   77.0616667 -35.7183333   6.52  K1  286294.40
  1681   77.5133333  -0.5652778   6.10  K0  279050.22
  1682   75.0550000 -78.3002778   6.29  K5  313208.27
  1683   79.5554167  73.2680556   5.74  A0  313229.98
  1684   77.9233333  16.0455556   5.18  K5  282241.75
  1685   77.7416667  -2.2538889   6.25  K1  279904.67
  1686   80.6395833  79.2311111   5.05  F6  317730.70
  1687   77.8300000  -2.4908333   5.90  F5  280230.03
  1688   78.7970833  59.4055556   6.15  K2  303570.63
  1689   78.3570833  38.4844444   4.86  A4  291278.55
  1690   77.9225000   0.5147222   6.67  B9  280522.78
  1691   77.9387500   1.0369444   5.89  G5  280586.72
  1692   78.6845833  53.2138889   6.20  A0  299708.53
  1693   77.8450000 -11.8491667   5.68  M6  281188.20
  1694   77.6854167 -25.9094444   6.41  K1  284183.03
  1695   76.8916667 -63.3997222   5.20  M3  303017.72
  1696   78.0745833 -11.8691667   4.45  B8  281999.43
  1697   78.2008333  -6.0572222   5.91  G7  281763.53
  1698   78.3229167   2.8611111   4.46  K0  282015.64
  1699   77.8995833 -37.3952778   6.57  K5  289487.81
  1700   76.5387500 -73.0377778   6.27  A1  309981.00
  1701   78.3816667   1.9680556   6.09  A5  282199.02
  1702   78.2329167 -16.2055556   3.31  B9  283344.29
  1703   78.4466667   0.5602778   6.32  M0  282410.02
  1704   78.3887500  -8.1477778   6.37  B5  282627.22
  1705   78.3079167 -12.9413889   4.36  B9  282992.15
  1706   78.8516667  32.6877778   5.02  A9  290284.98
  1707   79.3241667  53.5861111   6.50  M7  301271.45
  1708   79.1725000  45.9980556   0.08  G5  297005.85
  1709   78.6837500   5.1561111   5.50  K4  283428.51
  1710   78.4995833 -14.6066667   6.21  F2  283953.97
  1711   78.8654167  22.2847222   6.27  A2  286943.38
  1712   79.0758333  34.3119444   5.96  O9  291579.78
  1713   78.6345833  -8.2016667   0.12  B8  283508.47
  1714   85.9529167  85.6680556   6.60  A2  322900.41
  1715   78.4437500 -35.8255556   6.98  K4  290347.72
  1716   74.7120833 -82.4705556   5.85  G8  316872.11
  1717   78.8266667  -1.4091667   6.15  F0  283788.32
  1718   79.0170833  11.3413889   5.56  A0  285242.89
  1719   79.8658333  58.1172222   6.13  B5  304802.91
  1720   80.0941667  62.6536111   5.61  K4  307682.92
  1721   78.6200000 -35.9772222   5.76  G8  290922.58
  1722   79.5662500  42.7922222   5.48  M4  296507.30
  1723   78.8512500 -26.9433333   5.07  B9  288267.90
  1724   79.1712500   1.9472222   6.42  A0  285039.28
  1725   79.6683333  40.4650000   6.18  K0  295767.74
  1726   79.5445833  33.3716667   4.54  K2  292619.75
  1727   78.4720833 -52.0311111   6.05  K3  298575.08
  1728   79.5787500  33.7672222   6.14  B9  292866.02
  1729   79.7854167  40.0991667   4.71  G1  295933.82
  1730   78.9458333 -34.9266667   6.66  A2  291439.63
  1731   79.2004167 -17.1416667   6.56  B3  286867.88
  1732   79.7500000  33.7483333   5.41  A0  293369.11
  1733   80.0095833  44.4255556   6.62  K0  298378.98
  1734   79.8483333  33.9855556   6.49  A7  293746.79
  1735   79.4016667  -6.8444444   3.60  B5  286121.02
  1736   80.1637500  46.9638889   6.54  GI  299897.50
  1737   79.4175000 -13.5197222   5.50  G9  286970.35
  1738   80.0616667  41.0861111   5.52  A3  297092.08
  1739   79.8191667  22.0963889   4.94  G8  290066.49
  1740   80.0037500  33.9580556   5.03  A5  294198.74
  1741   79.8112500  20.1347222   6.08  G8  289583.88
  1742   78.9120833 -52.1819444   6.49  K2  299620.71
  1743   79.3712500 -34.8952778   4.83  K0  292675.74
  1744   78.4391667 -67.1852778   4.83  K2  307955.24
  1745   82.3570833  77.9775000   6.56  A7  318285.10
  1746   79.7966667   2.5958333   5.34  F5  287306.09
  1747   79.7100000 -18.1300000   5.96  G0  288813.66
  1748   79.8966667  -1.4122222   6.34  B1  287639.16
  1749   80.4516667  41.8044444   5.23  B3  298429.78
  1750   80.2470833  27.9572222   6.33  B9  293020.18
  1751   80.8658333  57.5444444   5.28  A0  306406.82
  1752   80.3029167  29.5700000   5.76  A1  293672.94
  1753   79.8229167 -18.5200000   6.36  B3  289278.49
  1754   79.8262500 -18.5097222   6.54  B8  289287.75
  1755   80.2358333  19.8141667   6.18  K0  290948.63
  1756   79.8937500 -13.1766667   4.29  B0  288585.04
  1757   79.9962500 -12.3155556   5.30  B7  288823.48
  1758   79.8487500 -27.3688889   5.99  A0  291582.33
  1759   80.1100000  -5.3666667   6.39  B8  288553.63
  1760   80.7095833  41.0294444   5.54  A3  298817.54
  1761   80.3304167   4.0119444   6.57  B5  289275.62
  1762   80.1120833 -21.2394444   4.71  A0  290843.24
  1763   80.4316667   8.4286111   5.80  B1  289929.48
  1764   80.3825000  -0.4163889   5.68  B3  289377.92
  1765   80.4404167  -0.3825000   4.73  B2  289586.27
  1766   80.0858333 -34.6988889   6.34  F2  294704.28
  1767   79.8420833 -50.6061111   5.45  F7  300864.78
  1768   80.8454167  28.9366667   6.46  B9  295186.90
  1769   80.4625000 -13.7561111   6.56  B8  290658.64
  1770   80.7083333   3.5444444   5.00  B1  290614.55
  1771   80.4425000 -24.7730556   5.06  G7  292784.98
  1772   80.3204167 -34.3452778   6.09  B5  295272.78
  1773   81.1633333  37.3855556   4.99  K4  298760.36
  1774   80.9070833  16.6994444   6.08  A2  292657.04
  1775   81.1595833  31.2238889   6.28  K1  296813.69
  1776   81.1604167  31.1430556   5.94  B9  296792.89
  1777   80.8795833   5.3225000   6.35  A2  291309.27
  1778   80.8270833  -8.4158333   5.90  B8  291336.11
  1779   81.3041667  34.8552778   6.55  K1  298343.57
  1780   81.1058333  17.3833333   4.99  F8  293454.44
  1781   80.9262500  -0.1597222   5.70  B1  291334.63
  1782   80.9641667  -0.8672222   6.11  F7  291474.76
  1783   80.8758333 -13.9272222   5.25  B2  292126.51
  1784   80.9866667  -7.8080556   4.14  G8  291855.30
  1785   80.8000000 -26.7058333   6.49  F6  294438.94
  1786   81.1508333   2.3527778   6.32  B4  292170.07
  1787   81.1204167  -0.8913889   5.08  G9  292037.40
  1788   81.1191667  -2.3969444   3.36  B1  292057.20
  1789   81.1866667   1.8463889   4.95  B1  292288.60
  1790   81.2829167   6.3497222   1.64  B2  292812.50
  1791   81.5729167  28.6075000   1.65  B7  297388.25
  1792   81.1183333 -16.9761111   5.65  A1  293429.75
  1793   80.8500000 -39.6786111   5.71  M1  298692.30
  1794   81.7262500  35.4572222   6.15  K2  299766.78
  1795   81.7037500  34.3916667   5.94  A0  299381.92
  1796   81.7137500  33.2627778   6.15  K0  299083.12
  1797   80.9125000 -37.3366667   6.82  K1  298029.13
  1798   81.5237500  16.7002778   6.25  B2  294781.44
  1799   81.2566667 -10.3291667   5.61  K5  293038.00
  1800   81.3800000  -0.5441667   6.57  B9  292969.41
  1801   80.5920833 -56.1344444   6.11  B8  305185.53
  1802   82.5425000  63.0672222   5.42  M1  311867.10
  1803   81.4458333   0.5208333   6.16  B2  293206.28
  1804   81.7845833  30.2086111   5.74  B9  298463.18
  1805   81.9120833  34.4758333   5.07  K3  300023.05
  1806   81.5100000  -5.5183333   6.23  B9  293578.69
  1807   81.6616667   6.8691667   6.42  A0  294198.99
  1808   81.7920833  17.9622222   5.42  B5  295900.90
  1809   81.8075000  15.2577778   6.16  A1  295553.35
  1810   81.9087500  21.9369444   4.88  B2  296993.15
  1811   81.7091667   3.0955556   4.59  B2  294196.86
  1812   81.4991667 -19.6955556   5.89  F2  295199.48
  1813   81.2316667 -44.2258333   6.08  K1  301423.06
  1814   81.9400000  15.8741667   5.50  B9  296097.47
  1815   78.1070833 -81.5416667   6.51  K1  317746.58
  1816   82.0066667  17.2388889   5.77  M1  296524.58
  1817   81.7700000 -11.9008333   6.35  F7  295013.10
  1818   81.1925000 -52.3163889   6.27  A0  304665.43
  1819   82.1450000  13.6788889   6.35  A4  296528.92
  1820   82.0066667   1.2983333   6.41  B2  295231.44
  1821   82.3187500  25.1505556   5.47  B8  298982.74
  1822   82.4191667  29.1863889   6.24  F6  300190.54
  1823   81.9020833 -21.3755556   6.07  G7  296864.95
  1824   82.7025000  41.4619444   6.00  K0  304336.04
  1825   82.6879167  39.8258333   6.37  G9  303806.28
  1826   82.2362500  -3.3075000   6.39  A0  296097.34
  1827   81.7720833 -40.9436111   5.87  A7  301659.18
  1828   83.1408333  57.2211111   6.48  F8  310653.85
  1829   82.0612500 -20.7594444   2.84  G5  297286.79
  1830   82.3483333  -3.4463889   5.79  K1  296504.11
  1831   82.6808333  22.4625000   6.29  K0  299659.82
  1832   82.6087500  15.3602778   5.94  A3  298347.00
  1833   82.4783333   1.7891667   5.78  B2  296935.28
  1834   82.4333333  -1.0922222   4.71  K5  296764.98
  1835   82.0637500 -37.2305556   5.57  A1  301278.70
  1836   81.5804167 -58.9125000   5.14  G6  308390.65
  1837   82.5825000   4.2041667   6.21  K2  297369.26
  1838   82.2779167 -30.1166667   6.75  G8  299971.70
  1839   82.6962500   5.9480556   4.20  B5  297848.82
  1840   82.5862500  -7.4347222   6.33  B2  297536.13
  1842   82.8104167   3.2922222   5.46  B1  298160.44
  1843   83.1820833  32.1919444   4.76  B5  303242.74
  1844   84.9320833  75.0438889   6.17  M0  319297.21
  1845   83.0533333  18.5944444   4.38  M2  300303.37
  1846   83.3695833  42.1088889   6.55  B9  306309.71
  1847   83.0591667  17.0580556   5.46  B7  300117.28
  1848   82.8370833  -6.7083333   6.22  B2  298390.96
  1849   82.7816667 -20.8636111   5.55  A0  299726.07
  1850   83.3645833  32.8011111   6.48  A2  303934.44
  1851   83.0020833  -0.2844444   6.85  B2  298807.81
  1852   83.0016667  -0.2991667   2.23  O9  298806.35
  1853   84.3175000  66.6961111   6.26  A8  315918.24
  1854   83.4083333  34.7258333   6.27  A3  304510.62
  1855   82.9825000  -7.3013889   4.62  B0  298942.87
  1856   82.5395833 -47.0777778   5.46  G3  305737.70
  1857   84.3129167  64.1547222   6.15  A0  315086.61
  1858   83.3816667  18.5402778   5.69  B2  301415.66
  1859   81.7500000 -68.6227778   6.03  F0  313206.60
  1860   83.4116667  20.4741667   6.18  B6  301786.28
  1861   83.1720833  -1.5919444   5.35  B1  299429.03
  1862   82.8029167 -35.4705556   3.87  K1  302917.70
  1863   83.2800000  -1.7183333   6.46  B4  299818.93
  1864   83.4762500  14.3055556   5.64  B3  301245.76
  1865   83.1825000 -17.8222222   2.58  F0  300639.99
  1866   84.1466667  54.4288889   5.73  M0  311756.27
  1867   82.3225000 -62.3144444   6.59  K4  311188.56
  1868   83.3808333  -1.1561111   5.34  B1  300175.87
  1869   84.0662500  47.7152778   6.11  F0  309641.74
  1870   82.9004167 -45.9252778   5.86  K3  306245.15
  1871   83.4900000   1.4077778   6.59  B2  300571.10
  1872   83.5695833   3.7669444   5.36  A2  300900.72
  1873   83.5162500  -1.0355556   6.22  B2  300662.33
  1874   83.5166667  -1.4705556   5.93  K5  300667.72
  1875   83.8629167  24.0394444   5.38  B2  303829.20
  1876   83.7050000   9.4894444   4.41  B0  301649.34
  1877   83.2137500 -38.5130556   5.48  K2  304901.34
  1878   83.9812500  27.6622222   6.27  K0  304816.73
  1879   83.7845833   9.9341667   3.54  O8  301961.28
  1880   83.7854167   9.9350000   5.61  B0  301964.29
  1881   83.2808333 -35.1397222   5.78  K0  304234.50
  1882   82.5662500 -63.9277778   6.19  F0  312264.86
  1883   83.8058333  10.2400000   5.60  B9  302057.54
  1884   84.2183333  40.1822222   6.09  G3  308109.44
  1885   90.3341667  85.1822222   6.11  M0  324101.04
  1886   83.7537500  -6.0091667   5.67  B1  301637.55
  1887   83.7612500  -6.0019444   4.78  B0  301664.10
  1888   83.4670833 -29.8488889   6.53  A0  303612.43
  1889   84.1258333  25.9394444   6.49  F5  304989.81
  1890   83.8408333  -4.4933333   6.56  B1  301895.41
  1891   83.8437500  -4.4252778   6.24  B2  301903.82
  1892   83.8466667  -4.8383333   4.59  B1  301927.24
  1893   83.8162500  -5.3872222   6.73  B0  301837.21
